current
98.02261
95.42268
97.337845
99.699554
94.796844
91.58982
92.00595
91.305626
91.36441
89.33171
91.66061
93.70055
93.9305
96.81002
97.99702
95.84921
96.80373
94.42484
96.67498
96.57042
96.13008
94.456184
97.56608
97.186646
96.12841
95.276535
96.64854
97.5828
98.62128
99.6894
105.01856
103.89763
102.528946
100.42696
101.9309
104.694756
104.30985
102.1152
99.99265
101.58964
103.39432
104.67168
102.90822
103.4154
103.626274
104.08899
106.17662
106.61336
108.18183
108.19845
108.76866
110.18575
106.36047
105.43628
104.1492
102.46017
101.70581
105.38797
103.112976
105.457375
101.13874
100.254845
100.62831
102.05484
103.772484
105.66968
104.68322
103.42749
105.491425
104.9012
101.60887
98.721924
96.41287
97.679985
98.04126
99.767265
98.67303
99.05969
100.608185
99.796104
100.91151
99.21343
98.28801
97.32975
94.350624
95.62321
94.48577
94.57013
95.82386
96.97325
98.65253
98.396935
97.33316
97.14428
92.9392
89.39775
86.22045
83.90445
85.11574
83.04572
82.32505
85.80867
85.1013
87.13899
84.968285
84.6506
82.476204
81.8619
84.20517
80.09422
81.44929
82.29231
81.042984
77.68262
78.16814
77.1423
78.0373
78.39179
82.690796
82.32248
79.99932
80.71796
81.52761
85.1731
87.45371
88.504524
92.30564
89.41959
87.94935
85.78411
84.993256
81.747086
83.57919
83.24039
79.7852
77.51992
78.61134
80.99793
86.24523
93.70665
94.80752
92.382
87.1366
87.96928
86.08782
85.22856
83.890335
83.75045
86.629585
87.193214
86.959175
84.5361
80.5518
79.598206
79.74023
84.434395
84.96402
87.61685
86.52482
83.73503
81.536674
79.971016
85.56307
83.69662
86.00784
83.93087
86.47129
87.607056
87.37182
87.42979
85.951836
87.24819
86.27247
83.384834
80.409676
81.10546
85.307076
85.8979
85.78331
86.68158
90.11683
90.784
89.86538
92.75359
93.90465
97.80593
98.267395
95.202675
91.82471
96.04513
100.38408
99.899994
98.914
102.55437
99.71891
97.45679
99.07372
98.07158
98.058174
97.64916
98.49884
102.010544
102.177315
103.72498
98.51416
98.38513
96.27175
93.25112
91.12746
90.395706
92.80001
89.562515
89.766136
88.6797
88.00081
90.65817
